,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,salary_derived
8757,255,procurement,0.0,0.6139606324100001,4,0.0,high,0.7898784156919999,Employed,2.0,3
8758,171,management,0.0,0.67014593783,5,0.0,high,0.952359981045,Employed,3.0,3
8759,234,support,0.0,0.7767537734890001,4,0.0,low,0.590666862653,Employed,3.0,0
8760,301,engineering,0.0,0.9264400879639999,6,0.0,low,0.163829927145,Left,5.0,0
8761,243,sales,0.0,0.832931750204,7,0.0,medium,0.0714843720217,Left,4.0,1
8762,241,sales,0.0,,4,0.0,low,0.714045782067,Employed,3.0,0
8763,290,finance,0.0,0.82406981209,6,0.0,medium,0.167943914129,Left,4.0,1
8764,150,sales,0.0,0.555734555458,2,0.0,low,0.425595220586,Left,3.0,0
8765,217,support,1.0,0.8792490705439999,3,0.0,high,0.783307823091,Employed,2.0,3
8766,141,support,0.0,0.6119799129569999,4,0.0,medium,0.50582039101,Employed,3.0,1
8767,258,engineering,0.0,0.741691570623,3,0.0,medium,0.8921334361700002,Employed,3.0,1
8768,159,engineering,0.0,0.6452162109290001,4,0.0,medium,0.638605268618,Employed,3.0,1
8769,231,procurement,0.0,0.568453175193,5,0.0,low,0.717841705863,Employed,2.0,0
8770,223,support,1.0,0.810024451284,4,0.0,medium,0.47633075531400004,Employed,3.0,1
8771,140,sales,0.0,,2,0.0,low,0.36949322044,Left,3.0,0
8772,232,engineering,0.0,0.9328441219299999,5,0.0,low,0.883891441373,Left,5.0,0
8773,210,support,0.0,0.954220210404,5,0.0,medium,0.806437999858,Employed,3.0,1
8774,130,support,0.0,0.505180869176,2,0.0,high,0.423872489562,Left,3.0,3
8775,268,sales,0.0,0.345711042761,2,0.0,low,0.62873538847,Employed,3.0,0
8776,166,,0.0,0.47869186138,3,0.0,low,0.274335497265,Employed,6.0,0
8777,226,support,0.0,1.0,2,0.0,low,0.794768375554,Employed,3.0,0
8778,245,IT,0.0,1.0,5,0.0,low,0.821418720846,Left,5.0,0
8779,133,engineering,0.0,0.8453516665809999,4,0.0,high,0.745095743082,Employed,3.0,3
8780,132,support,0.0,0.46000352235200004,2,0.0,low,0.37834563976499996,Left,3.0,0
8781,183,,0.0,0.611156718543,3,0.0,medium,1.0,Employed,3.0,1
8782,221,product,0.0,,3,0.0,high,0.70737009944,Employed,3.0,3
8783,272,marketing,0.0,0.936399426142,5,0.0,low,0.7323448071359999,Employed,2.0,0
8784,146,engineering,0.0,0.888708352165,4,0.0,low,0.699243611113,Employed,3.0,0
8785,160,sales,0.0,0.562420532711,2,0.0,low,0.394304796753,Left,3.0,0
8786,147,sales,0.0,0.7477463644069999,4,0.0,low,0.556039305694,Employed,3.0,0
8787,310,finance,0.0,1.0,6,0.0,medium,0.121857656887,Left,4.0,1
8788,271,,1.0,0.509012037755,4,0.0,medium,0.688942406504,Employed,2.0,1
8789,289,sales,0.0,0.881358588671,7,0.0,low,0.0620134308079,Left,4.0,0
8790,261,engineering,0.0,,5,0.0,low,0.822206483279,Employed,3.0,0
8791,227,support,0.0,0.510066831568,3,0.0,low,0.8244581462720001,Employed,2.0,0
8792,216,support,0.0,0.679371494842,3,0.0,low,0.814295451819,Employed,4.0,0
8793,137,management,0.0,0.957458014455,3,0.0,high,0.888509717866,Employed,3.0,3
8794,185,sales,0.0,0.635532933371,4,0.0,low,0.505427814788,Employed,2.0,0
8795,130,engineering,0.0,0.510380779928,2,0.0,low,0.446224524177,Left,3.0,0
8796,227,management,0.0,0.614204845793,4,0.0,medium,0.9493211354000001,Employed,3.0,1
8797,272,support,0.0,0.570396327508,3,0.0,low,0.852548242981,Employed,2.0,0
8798,268,engineering,1.0,,3,0.0,medium,0.8269802223459999,Employed,2.0,1
8799,159,engineering,0.0,0.5204491865959999,2,0.0,high,0.442686937675,Left,3.0,3
8800,140,marketing,0.0,,3,0.0,low,0.638232896611,Employed,3.0,0
8801,135,sales,0.0,0.503997322,2,0.0,low,0.44366367880199997,Left,3.0,0
8802,134,support,0.0,0.7472592022600001,6,0.0,medium,0.7410190074070001,Left,3.0,1
8803,226,support,0.0,0.660544870415,3,0.0,medium,0.6134813414220001,Employed,3.0,1
8804,252,sales,0.0,0.398853285513,5,0.0,low,0.859460219523,Employed,5.0,0
8805,156,support,0.0,0.931304255713,3,0.0,medium,0.7286970248260001,Employed,2.0,1
8806,168,engineering,0.0,0.646604464435,4,0.0,low,0.750447582454,Employed,3.0,0
8807,135,support,0.0,0.504763730393,2,0.0,low,0.5006910768689999,Left,3.0,0
8808,186,engineering,0.0,0.5805248847469999,5,0.0,low,0.689158075234,Employed,10.0,0
8809,239,sales,0.0,0.8906391767899999,5,0.0,low,0.8478891577750001,Left,5.0,0
8810,144,support,0.0,0.841885714408,4,0.0,low,0.844326168528,Employed,3.0,0
8811,139,engineering,0.0,0.905389756555,6,0.0,medium,0.426992448947,Left,6.0,1
8812,271,sales,0.0,0.638395210304,6,0.0,low,0.24153843736699998,Employed,5.0,0
8813,230,finance,0.0,0.805499285077,5,0.0,medium,0.595637420715,Employed,3.0,1
8814,262,product,0.0,0.79106475972,5,0.0,low,0.789351296209,Left,5.0,0
8815,153,management,0.0,0.48225957706600003,2,0.0,low,0.405308800071,Left,3.0,0
8816,101,support,0.0,0.9114617542829999,4,0.0,low,0.23262302314,Employed,5.0,0
8817,245,IT,0.0,0.873529362679,5,0.0,high,0.581799897095,Employed,3.0,3
8818,140,support,0.0,0.44665627484,2,0.0,low,0.34084076998499996,Left,3.0,0
8819,209,engineering,1.0,0.8514678997059999,3,0.0,medium,0.589732178581,Employed,2.0,1
8820,232,sales,0.0,0.546663152372,5,0.0,medium,0.203921629982,Employed,3.0,1
8821,241,sales,0.0,0.907385962799,3,0.0,high,0.9773065391060001,Employed,2.0,3
8822,134,finance,0.0,,4,0.0,medium,0.6270896721720001,Employed,3.0,1
8823,125,IT,0.0,0.46628867251199996,2,0.0,medium,0.398745681886,Employed,4.0,1
8824,169,sales,1.0,0.870488289203,6,0.0,medium,0.635049852519,Employed,2.0,1
8825,162,procurement,0.0,0.603146858822,3,0.0,low,0.403123169441,Employed,2.0,0
8826,155,sales,0.0,0.5133968634089999,2,0.0,low,0.38166336284,Left,3.0,0
8827,154,marketing,0.0,0.514655920114,2,0.0,low,0.486241603276,Left,3.0,0
8828,249,product,0.0,0.8190463430410001,5,0.0,medium,0.6965660852500001,Left,5.0,1
8829,131,marketing,0.0,0.415865429133,2,0.0,high,0.340044641403,Employed,2.0,3
8830,163,sales,0.0,0.6386326819070001,3,0.0,medium,1.0,Employed,2.0,1
8831,203,sales,0.0,1.0,5,0.0,low,0.531725667744,Employed,4.0,0
8832,144,sales,1.0,0.5006277536879999,2,0.0,low,0.37403167264799997,Left,3.0,0
8833,291,marketing,0.0,0.809186825222,6,0.0,low,0.143852197551,Left,4.0,0
8834,185,support,0.0,0.754206709428,3,0.0,medium,0.554891858599,Employed,3.0,1
8835,192,engineering,0.0,0.7953958508840001,5,0.0,medium,0.154083591211,Employed,3.0,1
8836,140,IT,0.0,0.842958442148,5,0.0,low,0.268125038336,Employed,4.0,0
8837,131,sales,0.0,0.521362574755,2,0.0,medium,0.40606257036,Left,3.0,1
8838,105,support,0.0,0.772436578633,5,0.0,low,0.819986578154,Employed,5.0,0
8839,212,product,0.0,0.47887731914399995,4,0.0,medium,0.518591062158,Employed,7.0,1
8840,266,IT,0.0,0.792586981031,6,0.0,low,0.148990001624,Left,4.0,0
8841,227,sales,0.0,0.496982429817,3,0.0,medium,0.433886062155,Employed,3.0,1
8842,261,sales,1.0,1.0,4,0.0,low,0.940748809443,Employed,10.0,0
8843,152,IT,0.0,,2,0.0,medium,0.516867839362,Employed,2.0,1
8844,229,engineering,0.0,0.394787005618,2,0.0,medium,0.907433958535,Employed,6.0,1
8845,272,support,0.0,0.937139595754,4,0.0,low,0.845769203103,Employed,2.0,0
8846,262,sales,0.0,0.965209874607,5,0.0,low,0.9115359030329999,Left,6.0,0
8847,188,sales,0.0,0.611520591635,5,0.0,medium,0.136832523104,Employed,7.0,1
8848,193,sales,0.0,0.9299749662160001,3,0.0,low,0.572025062914,Employed,2.0,0
8849,203,engineering,0.0,,4,0.0,low,0.649690011261,Employed,2.0,0
8850,265,engineering,0.0,0.8896709658499999,5,0.0,medium,0.926303530812,Left,5.0,1
8851,304,engineering,0.0,0.8255797305179999,6,0.0,low,0.0957051674033,Left,4.0,0
8852,136,management,0.0,0.48455475679399995,5,0.0,low,0.494468841879,Employed,4.0,0
8853,158,sales,0.0,0.590894102561,2,0.0,low,0.519290684107,Left,3.0,0
8854,128,sales,0.0,0.51105132127,2,0.0,medium,0.408169546744,Left,3.0,1
8855,179,sales,1.0,0.418705581361,3,0.0,low,0.44601620309900003,Employed,2.0,0
8856,178,engineering,1.0,0.658621267281,3,0.0,high,0.5213526496199999,Employed,3.0,3
8857,164,support,0.0,0.571405279623,4,0.0,low,0.8580067587479999,Employed,3.0,0
8858,275,engineering,0.0,0.9295313341,6,0.0,low,0.133926441685,Left,4.0,0
8859,246,sales,0.0,0.69378638242,5,0.0,low,0.157568566355,Employed,2.0,0
8860,194,engineering,0.0,0.887338109126,3,0.0,medium,0.8008239277760001,Employed,2.0,1
8861,132,engineering,0.0,0.955791733747,5,0.0,low,0.825066953125,Employed,3.0,0
8862,213,support,0.0,0.85651745077,4,0.0,low,0.86027553656,Employed,3.0,0
8863,106,engineering,0.0,0.750498619189,6,0.0,low,0.255195266213,Employed,5.0,0
8864,175,sales,0.0,0.848640561813,3,1.0,medium,0.823754816865,Employed,3.0,1
8865,244,engineering,0.0,,6,0.0,low,0.333961891882,Employed,3.0,0
8866,218,engineering,0.0,0.497252894232,4,0.0,low,0.819814911538,Employed,2.0,0
8867,173,management,0.0,0.48514650574100004,4,0.0,low,1.0,Employed,3.0,0
8868,243,IT,0.0,0.936169697299,4,0.0,high,0.897519730805,Employed,3.0,3
8869,153,finance,0.0,0.454671194472,2,0.0,low,0.39545401715000006,Left,3.0,0
8870,164,IT,0.0,0.641948419126,4,0.0,medium,0.505611425525,Employed,2.0,1
8871,145,IT,0.0,0.527444128461,2,0.0,low,0.414999101972,Left,3.0,0
8872,149,support,1.0,0.840569834807,3,0.0,medium,0.637464991847,Employed,5.0,1
8873,198,engineering,0.0,0.8215837921320001,2,0.0,medium,0.49265975463100004,Left,2.0,1
8874,111,product,1.0,0.752946100466,4,0.0,medium,0.794045158608,Employed,4.0,1
8875,259,IT,0.0,1.0,5,0.0,low,0.879517877212,Left,5.0,0
8876,214,IT,0.0,0.7845085863719999,3,0.0,low,0.6510672825289999,Employed,2.0,0
8877,251,support,1.0,0.780973100838,4,0.0,low,0.7964326964749999,Employed,2.0,0
8878,179,support,0.0,0.527359457871,3,0.0,low,0.7328715510449999,Employed,2.0,0
8879,263,support,0.0,0.859616047986,4,0.0,low,0.809438892152,Left,5.0,0
8880,154,sales,1.0,,2,0.0,low,0.429682476553,Left,3.0,0
8881,218,sales,0.0,0.49394579284100004,4,0.0,medium,0.6015289845530001,Employed,4.0,1
8882,178,IT,0.0,0.548816441218,5,0.0,low,0.963059958776,Employed,3.0,0
8883,258,sales,0.0,0.955284690124,4,0.0,low,0.7233422545649999,Left,5.0,0
8884,150,support,0.0,0.557337564919,2,0.0,low,0.477783660943,Left,3.0,0
8885,231,engineering,0.0,0.720518999535,3,1.0,medium,0.7060881568549999,Employed,3.0,1
8886,175,IT,0.0,0.661830686717,3,0.0,medium,0.732774691779,Employed,2.0,1
8887,252,IT,0.0,0.927613723821,5,0.0,low,0.849218617606,Left,5.0,0
8888,239,product,0.0,0.9497656123780001,5,0.0,low,0.8183230609800001,Left,5.0,0
8889,267,engineering,0.0,0.600934369836,3,0.0,low,0.6621422490250001,Employed,3.0,0
8890,158,,0.0,,3,0.0,low,0.6183905225949999,Employed,3.0,0
8891,152,support,0.0,0.894724116705,5,0.0,medium,0.820070504789,Employed,3.0,1
8892,264,,1.0,0.8951552107009999,4,0.0,low,0.6932854968619999,Employed,2.0,0
8893,247,sales,0.0,0.50414631482,5,0.0,low,0.79113300346,Employed,3.0,0
8894,242,sales,0.0,0.905468593177,4,0.0,low,0.728432158847,Left,6.0,0
8895,276,support,0.0,0.490669848095,4,0.0,low,0.8332818608820001,Employed,4.0,0
8896,145,sales,0.0,0.5449863028140001,2,0.0,medium,0.425246373372,Left,3.0,1
8897,184,IT,0.0,0.776741743977,4,0.0,low,0.5849370236770001,Employed,8.0,0
8898,149,,0.0,1.0,3,0.0,medium,0.47198579693899995,Employed,2.0,1
8899,179,product,0.0,0.615930356302,4,0.0,medium,0.8181550965369999,Employed,3.0,1
8900,236,engineering,0.0,0.508764785584,4,0.0,medium,0.494901905611,Employed,3.0,1
8901,219,sales,0.0,0.828665137601,2,0.0,low,1.0,Employed,4.0,0
8902,96,IT,1.0,0.640615150027,5,0.0,low,0.29254653741799996,Employed,2.0,0
8903,286,engineering,0.0,0.997807873802,6,0.0,medium,0.106360895317,Left,4.0,1
8904,172,,0.0,0.597999328628,3,0.0,low,0.867311798753,Employed,3.0,0
8905,215,sales,0.0,1.0,3,0.0,low,0.7193786548989999,Employed,2.0,0
8906,221,sales,0.0,0.973195297781,3,0.0,low,0.598192870057,Employed,3.0,0
8907,218,product,0.0,0.5362296731239999,3,0.0,low,0.754514050159,Employed,3.0,0
8908,244,,0.0,0.9687942082969999,5,0.0,low,0.908503790445,Left,6.0,0
8909,209,sales,0.0,0.614227859471,3,0.0,low,0.896675105009,Employed,2.0,0
8910,222,engineering,0.0,0.998203045954,3,0.0,low,0.792654553178,Employed,4.0,0
8911,262,finance,0.0,0.9945292843960001,3,0.0,low,0.644245589399,Employed,2.0,0
8912,206,sales,0.0,0.5093437401259999,5,0.0,medium,0.227145829612,Employed,5.0,1
8913,153,product,0.0,0.6012676449459999,2,0.0,medium,0.622056457101,Employed,2.0,1
8914,269,support,0.0,0.688158157184,5,0.0,medium,0.5451969361869999,Employed,3.0,1
8915,224,sales,0.0,0.914908260129,4,0.0,medium,0.5340633236110001,Employed,3.0,1
8916,101,support,1.0,0.387144745939,5,0.0,low,0.8036801436669999,Employed,4.0,0
8917,135,sales,0.0,0.75691639646,3,0.0,medium,0.804215756786,Employed,7.0,1
8918,127,sales,0.0,0.5419448340649999,2,0.0,medium,0.457573243588,Left,3.0,1
8919,302,finance,0.0,0.90273925207,6,0.0,low,0.06366809963759999,Left,4.0,0
8920,152,marketing,0.0,,2,0.0,medium,0.35956411742,Left,3.0,1
8921,203,IT,1.0,0.728033288869,4,0.0,low,0.703910797681,Employed,3.0,0
8922,241,marketing,0.0,0.8029558381190001,5,0.0,high,0.9531534990620001,Employed,4.0,3
8923,221,engineering,0.0,0.9940834178919999,2,0.0,medium,0.9431100680419999,Employed,2.0,1
8924,138,finance,0.0,0.564462983482,2,0.0,medium,0.33079544903,Left,3.0,1
8925,160,management,0.0,0.6609575790600001,5,0.0,high,0.599743042259,Employed,3.0,3
8926,146,sales,0.0,0.504722297516,2,0.0,low,0.356752568899,Left,3.0,0
8927,135,IT,0.0,0.476131802079,2,0.0,medium,0.489186130762,Left,3.0,1
8928,150,engineering,0.0,0.8827871869760001,3,0.0,low,0.9890687211370001,Employed,3.0,0
8929,189,engineering,0.0,0.809931608844,5,0.0,low,0.122998846682,Employed,5.0,0
8930,268,engineering,0.0,0.953890988965,5,0.0,medium,0.837656498728,Left,5.0,1
8931,97,sales,0.0,0.502731798363,6,0.0,low,0.917582683371,Employed,4.0,0
8932,185,marketing,0.0,0.5880367486829999,3,0.0,medium,0.5453315829159999,Employed,3.0,1
8933,253,support,0.0,1.0,5,0.0,low,0.764999880495,Left,6.0,0
8934,140,sales,0.0,0.562177278401,2,0.0,low,0.39165900212899996,Left,3.0,0
8935,260,support,1.0,0.800481982385,3,0.0,medium,0.7404925304100001,Employed,4.0,1
8936,275,management,0.0,0.7826649237019999,6,0.0,low,0.10357736650299999,Left,4.0,0
8937,250,support,0.0,0.785817245561,6,0.0,low,0.335011068282,Employed,3.0,0
8938,262,product,0.0,0.867032778167,3,0.0,medium,0.5463160494829999,Employed,2.0,1
8939,159,engineering,0.0,,3,0.0,medium,0.631300791136,Employed,2.0,1
8940,183,engineering,0.0,0.974088416303,4,0.0,low,0.698832617297,Employed,3.0,0
8941,146,engineering,0.0,0.507205953212,3,0.0,low,0.6580133367750001,Employed,3.0,0
8942,142,management,0.0,0.779850051334,4,0.0,high,0.096088577775,Employed,10.0,3
8943,192,support,0.0,0.750986684619,4,0.0,low,0.6179876766319999,Employed,2.0,0
8944,224,finance,0.0,0.8196650461470001,4,0.0,medium,0.8544079991310001,Employed,2.0,1
8945,176,IT,0.0,0.664453203348,3,0.0,medium,0.8860907377949999,Employed,2.0,1
8946,253,engineering,1.0,1.0,4,0.0,medium,0.969540907036,Left,5.0,1
8947,306,engineering,0.0,0.9133270265360001,6,0.0,low,0.0788523686684,Left,4.0,0
8948,237,marketing,0.0,0.817574304878,5,0.0,medium,0.785625945548,Left,5.0,1
8949,181,sales,1.0,0.703796122931,3,0.0,medium,0.8700143139380001,Employed,3.0,1
8950,257,sales,0.0,0.8500063557940001,3,0.0,low,0.99434975691,Employed,4.0,0
8952,286,marketing,0.0,0.8760219397419999,3,0.0,high,0.144599979379,Employed,6.0,3
8953,202,product,0.0,0.8300940591689999,5,0.0,low,0.536472722756,Employed,4.0,0
8954,165,sales,0.0,0.7744274867300001,3,0.0,low,0.8126009577750001,Employed,2.0,0
8955,217,management,0.0,0.572931993297,3,0.0,high,0.789310228113,Employed,3.0,3
8956,232,engineering,0.0,0.9731834308059999,5,0.0,medium,0.921918253687,Left,5.0,1
8957,216,IT,0.0,0.691996009548,4,0.0,medium,0.96937646826,Employed,3.0,1
8958,195,management,0.0,0.782636353835,5,0.0,medium,0.577641172206,Employed,4.0,1
8959,257,finance,0.0,0.983673601309,4,0.0,medium,0.9068908384350001,Left,5.0,1
8960,190,sales,0.0,,3,0.0,low,0.811872150161,Employed,3.0,0
8961,271,sales,0.0,0.9412627471070001,4,1.0,medium,0.850831135059,Employed,4.0,1
8962,227,support,0.0,0.465718434719,5,0.0,low,0.415996280254,Employed,2.0,0
8963,305,sales,0.0,0.780429154903,6,0.0,low,0.0778364123366,Left,4.0,0
8964,102,product,0.0,0.8708309560680001,2,0.0,medium,0.6907683382240001,Employed,4.0,1
8965,194,sales,0.0,0.913290339469,5,0.0,low,0.488491543243,Employed,3.0,0
8966,227,engineering,0.0,0.512404155619,3,0.0,medium,0.769577222699,Employed,2.0,1
8967,211,marketing,0.0,0.9305171639740001,4,1.0,low,1.0,Employed,2.0,0
8968,227,management,0.0,,3,0.0,high,0.7232864905419999,Employed,3.0,3
8969,268,IT,1.0,0.949925361423,5,0.0,medium,0.835104364076,Employed,3.0,1
8970,176,sales,0.0,0.693887323035,4,0.0,low,0.7881747955159999,Employed,3.0,0
8971,154,management,1.0,,4,0.0,medium,0.527871323943,Employed,3.0,1
8972,150,product,0.0,0.607723361303,2,0.0,low,0.405205969652,Left,3.0,0
8973,237,finance,0.0,0.807173303249,5,0.0,low,0.708689806078,Employed,4.0,0
8974,209,engineering,0.0,0.565950694795,3,0.0,low,0.601486900082,Employed,3.0,0
8975,185,sales,0.0,0.449813621699,5,0.0,low,0.783784831019,Employed,3.0,0
8977,146,support,0.0,0.512557292147,2,0.0,low,0.348357805605,Left,3.0,0
8978,205,IT,0.0,0.565197063601,3,0.0,medium,0.6196525775680001,Employed,3.0,1
8979,245,IT,0.0,0.751884614284,3,0.0,low,0.669199165709,Employed,4.0,0
8980,139,support,0.0,0.849209648774,3,0.0,low,0.8007785376440001,Employed,3.0,0
8981,257,marketing,0.0,0.9571949028200001,3,0.0,low,0.628362972979,Employed,3.0,0
8982,271,product,0.0,0.755702943166,2,0.0,low,0.683352701761,Employed,2.0,0
8983,231,sales,0.0,0.552933578239,3,0.0,low,0.49826583007299996,Employed,2.0,0
8984,212,sales,0.0,0.555045511527,5,0.0,high,1.0,Employed,6.0,3
8985,252,finance,0.0,0.909700709103,4,0.0,low,0.585495946199,Employed,4.0,0
8986,194,engineering,0.0,0.9577080405159999,5,0.0,low,0.722712714783,Employed,4.0,0
8987,152,engineering,0.0,0.6912181187559999,4,0.0,medium,0.811063571668,Employed,3.0,1
8988,163,support,0.0,0.5769799264909999,4,0.0,medium,0.6414929793249999,Employed,3.0,1
8989,257,engineering,0.0,0.7537145126010001,5,0.0,medium,1.0,Employed,4.0,1
8990,184,IT,0.0,,2,0.0,low,0.44826963704499995,Employed,2.0,0
8991,258,support,0.0,0.649123452236,5,0.0,medium,0.543877574128,Employed,2.0,1
8992,265,admin,0.0,0.619493788306,3,0.0,low,0.9359487080239999,Employed,8.0,0
8993,189,IT,0.0,0.9587395968619999,5,0.0,low,0.9230348784119999,Employed,2.0,0
8994,168,support,0.0,0.647705950938,2,0.0,low,0.6531690702,Employed,3.0,0
8995,150,engineering,0.0,0.7996927640979999,2,0.0,low,0.9097294507889999,Employed,3.0,0
8996,137,engineering,0.0,0.758533415931,5,0.0,low,0.691167415111,Employed,3.0,0
8997,282,sales,0.0,0.795756305458,6,0.0,low,0.124282197171,Left,4.0,0
8998,268,marketing,0.0,0.844059249531,6,0.0,low,0.11096136799100001,Left,4.0,0
8999,281,engineering,0.0,0.733073139156,6,0.0,low,0.127483718744,Left,4.0,0
9000,147,IT,1.0,,3,0.0,medium,0.8792073876350001,Employed,3.0,1
9001,276,engineering,0.0,0.860938428423,6,0.0,low,0.131560602477,Left,4.0,0
9002,156,sales,1.0,0.812567763466,5,0.0,low,0.5959704661190001,Employed,5.0,0
9003,180,management,0.0,0.846119751356,3,1.0,high,0.494690617777,Employed,7.0,3
9004,128,sales,0.0,,2,0.0,low,0.582676511028,Employed,2.0,0
9005,254,marketing,0.0,0.900246283496,5,0.0,medium,0.85485581706,Employed,2.0,1
9006,180,admin,0.0,0.525542733753,4,0.0,low,0.810013257751,Employed,2.0,0
9007,243,,0.0,0.8217653919410001,6,0.0,low,0.16452579858400002,Left,4.0,0
9008,143,support,0.0,0.8460005688779999,4,0.0,low,0.812502894611,Employed,2.0,0
9009,221,finance,1.0,0.762870546407,3,0.0,medium,0.68602104122,Employed,4.0,1
9010,155,support,0.0,0.5540230967650001,2,0.0,low,0.43213444236299997,Left,3.0,0
9011,261,product,0.0,0.864633376596,6,0.0,low,0.8279935333740001,Employed,5.0,0
9012,140,support,0.0,0.614716768637,2,0.0,low,0.385949992375,Left,3.0,0
9013,168,support,0.0,0.7030459285780001,5,0.0,low,0.235674992529,Left,4.0,0
9014,270,IT,0.0,0.5797168407500001,3,0.0,low,0.539209077746,Employed,3.0,0
9015,193,IT,1.0,0.597800059059,3,0.0,medium,0.7346131447419999,Employed,2.0,1
9016,141,IT,0.0,0.499000371815,5,0.0,low,0.925953877121,Employed,2.0,0
9017,245,IT,0.0,1.0,4,0.0,medium,0.878877915662,Left,6.0,1
9018,231,sales,1.0,,3,0.0,medium,0.7417718765770001,Employed,3.0,1
9019,178,IT,1.0,0.448767531655,3,0.0,low,0.631399253241,Employed,3.0,0
9020,196,product,0.0,,3,0.0,low,0.988421057679,Employed,3.0,0
9021,262,engineering,0.0,0.797196124403,4,0.0,low,0.8624871028910001,Employed,4.0,0
9022,239,engineering,0.0,0.864984962841,4,0.0,medium,0.9850221479569999,Employed,3.0,1
9023,237,IT,1.0,0.820317182111,3,0.0,medium,0.622306923958,Employed,3.0,1
9024,268,sales,1.0,0.808787139574,5,0.0,medium,0.533709239234,Employed,3.0,1
9025,181,IT,0.0,,3,0.0,medium,1.0,Employed,2.0,1
9026,185,sales,1.0,0.472972314066,4,0.0,high,0.9275946275110001,Employed,3.0,3
9027,160,sales,1.0,0.82219333869,3,0.0,low,0.39328967605,Employed,4.0,0
9028,249,IT,0.0,0.9564036966230001,3,0.0,medium,0.7631449707250001,Employed,2.0,1
9029,196,sales,1.0,0.500104196196,4,0.0,low,0.707643900456,Employed,2.0,0
9030,168,management,0.0,0.7544242125849999,4,0.0,medium,0.654101348414,Employed,4.0,1
9031,189,support,0.0,0.70140669384,4,0.0,high,0.9925263068569999,Employed,4.0,3
9032,160,IT,0.0,0.5458817363699999,6,0.0,low,0.21379349678399998,Employed,2.0,0
9033,145,IT,0.0,0.9344134340979999,5,0.0,low,0.977335934135,Employed,4.0,0
9034,204,sales,1.0,0.745762818521,3,0.0,low,0.37826559338200005,Employed,4.0,0
9035,236,sales,0.0,0.640205808437,5,0.0,high,0.868860840367,Employed,4.0,3
9036,259,sales,0.0,0.9583813417110001,4,0.0,low,0.798248395004,Left,5.0,0
9037,145,sales,0.0,0.44305826832199996,2,0.0,medium,0.510223352718,Left,3.0,1
9038,263,finance,0.0,,4,0.0,low,0.56998406209,Employed,3.0,0
9039,136,engineering,0.0,0.596220219062,2,0.0,low,0.331046324401,Employed,6.0,0
9040,199,support,1.0,0.81221667501,3,0.0,medium,0.75832674484,Employed,4.0,1
9041,262,sales,0.0,0.858946577411,4,0.0,high,0.189330954907,Employed,4.0,3
9042,130,support,0.0,0.407876399363,2,0.0,low,0.616106175863,Employed,3.0,0
9043,162,marketing,0.0,0.839572314161,3,0.0,medium,0.195887839751,Employed,4.0,1
9044,202,engineering,0.0,0.585361149754,3,0.0,low,0.832170818526,Employed,2.0,0
9045,145,engineering,0.0,0.757915263579,3,0.0,high,0.724069257428,Employed,3.0,3
9046,262,sales,0.0,0.858599103701,5,0.0,medium,0.860679413406,Left,6.0,1
9047,146,IT,0.0,0.9630821674400001,4,0.0,medium,0.922980352317,Employed,3.0,1
9048,182,finance,0.0,0.73317203707,2,0.0,medium,0.9632491282439999,Employed,4.0,1
9049,238,IT,1.0,0.704661327544,4,0.0,low,0.983778898105,Employed,3.0,0
9050,236,marketing,0.0,0.938499877172,5,0.0,medium,0.7343149358550001,Left,5.0,1
9051,201,sales,0.0,0.7559213796080001,3,0.0,low,0.820121641295,Employed,3.0,0
9053,192,management,0.0,0.651704095951,3,0.0,high,0.521143466919,Employed,7.0,3
9055,140,support,0.0,0.613044894367,3,0.0,medium,0.989030791295,Employed,2.0,1
9056,166,support,0.0,0.501176551046,3,0.0,medium,0.634911237895,Employed,2.0,1
9057,171,sales,0.0,0.640352898721,4,0.0,low,0.604265559468,Employed,3.0,0
9058,145,engineering,0.0,0.472936861572,5,0.0,low,0.947976395388,Employed,3.0,0
9059,224,product,0.0,0.86989695184,4,0.0,low,0.516080768244,Employed,3.0,0
9060,258,support,0.0,0.9568214154870001,5,0.0,high,0.857946395067,Left,5.0,3
9061,165,sales,0.0,0.576221678684,4,0.0,high,0.492006087522,Employed,2.0,3
9062,214,engineering,0.0,0.968069442603,3,0.0,medium,0.602766843097,Employed,2.0,1
9063,108,engineering,0.0,0.614356773067,4,0.0,medium,0.763955959603,Employed,6.0,1
9064,214,sales,0.0,0.572955134817,6,0.0,high,0.49541537077200004,Employed,3.0,3
9065,201,sales,0.0,0.712057923942,4,0.0,medium,0.449864520052,Employed,4.0,1
9066,135,sales,0.0,0.496557066177,2,0.0,low,0.436855373059,Left,3.0,0
9067,230,sales,0.0,0.6325056401420001,4,0.0,low,0.930760110555,Employed,2.0,0
9068,194,sales,0.0,0.8697067443240001,3,0.0,medium,1.0,Employed,3.0,1
9069,228,sales,0.0,0.641034628975,5,0.0,medium,0.9356760893539999,Employed,3.0,1
9070,278,engineering,1.0,0.508099812976,5,0.0,medium,0.755829403049,Employed,2.0,1
9071,265,engineering,0.0,0.843511538363,5,0.0,medium,0.9156665664799999,Left,5.0,1
9072,243,IT,1.0,0.734036879566,3,0.0,low,0.8889963385240001,Employed,2.0,0
9073,242,engineering,0.0,,3,0.0,low,0.5284152184,Employed,2.0,0
